Temparature,Humidity,Soil Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,41,Loamy,Paddy,10,0,30,14-35-14
27,54,40,Black,Maize,16,20,20,20-20-20
30,60,34,Clayey,Millets,12,0,36,DAP
25,50,46,Sandy,Wheat,15,0,30,14-35-14
28,54,42,Red,Pulses,11,6,33,14-35-14
31,62,39,Black,Sugarcane,37,0,0,Urea
26,52,53,Clayey,Cotton,38,0,0,Urea
29,58,33,Sandy,Paddy,19,0,18,28-28
34,65,42,Loamy,Pulses,10,8,32,14-35-14
27,54,57,Black,Maize,21,20,20,28-28-28
30,60,33,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,38,Red,Pulses,12,7,31,14-35-14
31,62,45,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,41,Loamy,Paddy,10,0,30,14
27,54,33,Red,Paddy,12,0,40,DAP
35,62,63,Clayey,Cotton,38,0,0,Urea
27,54,33,Red,Paddy,12,0,40,DAP
35,62,63,Clayey,Cotton,38,0,0,Urea
27,54,33,Red,Paddy,12,0,40,DAP
35,62,63,Clayey,Cotton,38,0,0,Urea
27,54,33,Red,Paddy,12,0,40,DAP
35,62,63,Clayey,Cotton,38,0,0,Urea
27,54,33,Red,Paddy,12,0,40,DAP
35,62,63,Clayey,Cotton,38,0,0,Urea
27,54,33,Red,Paddy,12,0,40,DAP
35,62,63,Clayey,Cotton,38,0,0,Urea
27,54,33,Red,Paddy,12,0,40,DAP
35,62,63,Clayey,Cotton,38,0,0,Urea
27,54,33,Red,Paddy,12,0,40,DAP
35,62,63,Clayey,Cotton,38,0,0,Urea
27,54,33,Red,Paddy,12,0,40,DAP
35,62,63,Clayey,Cotton,38,0,0,Urea
27,54,33,Red,Paddy,12,0,40,DAP
35,62,63,Clayey,Cotton,38,0,0,Urea
27,54,33,Red,Paddy,12,0,40,DAP
35,62,63,Clayey,Cotton,38,0,0,Urea
27,54,33,Red,Paddy,12,0,40,DAP
35,62,63,Clayey,Cotton,38,0,0,Urea
27,54,33,Red,Paddy,12,0,40,DAP
35,62,63,Clayey,Cotton,38,0,0,Urea
27,54,33,Red,Paddy,12,0,40,DAP
35,62,63,Clayey,Cotton,38,0,0,Urea
27,54,33,Red,Paddy,12,0,40,DAP
35,62,63,Clayey,Cotton,38,0,0,Urea
26,52,53,Clayey,Cotton,38,0,0,Urea
29,58,33,Sandy,Paddy,19,0,18,28-28
34,65,42,Loamy,Pulses,10,8,32,14-35-14
27,54,57,Black,Maize,21,20,20,28-28-28
30,60,33,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,38,Red,Pulses,12,7,31,14-35-14
31,62,45,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,41,Loamy,Paddy,18,0,24,28-28
27,54,54,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,38,Sandy,Wheat,15,0,30,14-35-14
28,54,41,Red,Pulses,12,7,31,14-35-14
31,62,47,Black,Sugarcane,37,0,0,Urea
26,52,57,Clayey,Cotton,38,0,0,Urea
29,58,39,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,49,Black,Maize,21,20,20,28-28-28
30,60,39,Clayey,Millets,13,0,36,DAP
25,50,35,Sandy,Wheat,15,0,30,14-35-14
28,54,43,Red,Pulses,12,7,31,14-35-14
31,62,49,Black,Sugarcane,37,0,0,Urea
26,52,55,Clayey,Cotton,38,0,0,Urea
29,58,35,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,38,Loamy,Paddy,18,0,24,28-28
27,54,46,Black,Maize,21,20,20,28-28-28
30,60,35,Clayey,Millets,13,0,36,DAP
25,50,43,Sandy,Wheat,15,0,30,14-35-14
28,54,39,Red,Pulses,12,7,31,14-35-14
31,62,51,Black,Sugarcane,37,0,0,Urea
26,52,53,Clayey,Cotton,38,0,0,Urea
29,58,43,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,39,Loamy,Paddy,18,0,24,28-28
27,54,51,Black,Maize,21,20,20,28-28-28
30,60,37,Clayey,Millets,13,0,36,DAP
25,50,39,Sandy,Wheat,15,0,30,14-35-14
28,54,45,Red,Pulses,12,7,31,14-35-14
31,62,53,Black,Sugarcane,37,0,0,Urea
26,52,51,Clayey,Cotton,38,0,0,Urea
29,58,39,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,41,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,49,Black,Maize,21,20,20,28-28-28
30,60,39,Clayey,Millets,13,0,36,DAP
25,50,35,Sandy,Wheat,15,0,30,14-35-14
28,54,43,Red,Pulses,12,7,31,14-35-14
31,62,49,Black,Sugarcane,37,0,0,Urea
26,52,55,Clayey,Cotton,38,0,0,Urea
29,58,35,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,38,Loamy,Paddy,18,0,24,28-28
27,54,46,Black,Maize,21,20,20,28-28-28
30,60,35,Clayey,Millets,13,0,36,DAP
25,50,43,Sandy,Wheat,15,0,30,14-35-14
28,54,39,Red,Pulses,12,7,31,14-35-14
31,62,51,Black,Sugarcane,37,0,0,Urea
26,52,53,Clayey,Cotton,38,0,0,Urea
29,58,43,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,39,Loamy,Paddy,18,0,24,28-28
27,54,51,Black,Maize,21,20,20,28-28-28
30,60,37,Clayey,Millets,13,0,36,DAP
25,50,39,Sandy,Wheat,15,0,30,14-35-14
28,54,45,Red,Pulses,12,7,31,14-35-14
31,62,53,Black,Sugarcane,37,0,0,Urea
26,52,51,Clayey,Cotton,38,0,0,Urea
29,58,39,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,41,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
25,50,41,Sandy,Wheat,15,0,30,14-35-14
28,54,47,Red,Pulses,12,7,31,14-35-14
31,62,55,Black,Sugarcane,37,0,0,Urea
26,52,49,Clayey,Cotton,38,0,0,Urea
29,58,37,Sandy,Ground Nuts,16,0,14,20-20-20
34,65,43,Loamy,Paddy,18,0,24,28-28
27,54,53,Black,Maize,21,20,20,28-28-28
30,60,38,Clayey,Millets,13,0,36,DAP
